From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
P14136	P14136	reviewed	GFAP_HUMAN	Glial fibrillary acidic protein (GFAP)	GFAP	Homo sapiens (Human)	432	astrocyte development [GO:0014002]; Bergmann glial cell differentiation [GO:0060020]; D-aspartate import across plasma membrane [GO:0070779]; extracellular matrix organization [GO:0030198]; gene expression [GO:0010467]; intermediate filament organization [GO:0045109]; intracellular protein transport [GO:0006886]; long-term synaptic potentiation [GO:0060291]; negative regulation of neuron projection development [GO:0010977]; neuron projection regeneration [GO:0031102]; positive regulation of Schwann cell proliferation [GO:0010625]; regulation of chaperone-mediated autophagy [GO:1904714]; regulation of neurotransmitter uptake [GO:0051580]; regulation of protein-containing complex assembly [GO:0043254]; response to wounding [GO:0009611]; Schwann cell proliferation [GO:0014010]	astrocyte end-foot [GO:0097450]; cell body [GO:0044297]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111]	astrocyte end-foot [GO:0097450]; cell body [GO:0044297]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase binding [GO:0019900]; structural constituent of cytoskeleton [GO:0005200]; astrocyte development [GO:0014002]; Bergmann glial cell differentiation [GO:0060020]; D-aspartate import across plasma membrane [GO:0070779]; extracellular matrix organization [GO:0030198]; gene expression [GO:0010467]; intermediate filament organization [GO:0045109]; intracellular protein transport [GO:0006886]; long-term synaptic potentiation [GO:0060291]; negative regulation of neuron projection development [GO:0010977]; neuron projection regeneration [GO:0031102]; positive regulation of Schwann cell proliferation [GO:0010625]; regulation of chaperone-mediated autophagy [GO:1904714]; regulation of neurotransmitter uptake [GO:0051580]; regulation of protein-containing complex assembly [GO:0043254]; response to wounding [GO:0009611]; Schwann cell proliferation [GO:0014010]	identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase binding [GO:0019900]; structural constituent of cytoskeleton [GO:0005200]	GO:0005178; GO:0005200; GO:0005737; GO:0005829; GO:0005882; GO:0006886; GO:0009611; GO:0010467; GO:0010625; GO:0010977; GO:0014002; GO:0014010; GO:0019900; GO:0030198; GO:0031102; GO:0042802; GO:0042995; GO:0043254; GO:0044297; GO:0045109; GO:0045111; GO:0051580; GO:0060020; GO:0060291; GO:0070779; GO:0097450; GO:0098574; GO:1904714			TISSUE SPECIFICITY: Expressed in cells lacking fibronectin. {ECO:0000269|PubMed:1847665}.
P14136-3	P14136	reviewed	GFAP_HUMAN	Glial fibrillary acidic protein (GFAP)	GFAP	Homo sapiens (Human)	432	astrocyte development [GO:0014002]; Bergmann glial cell differentiation [GO:0060020]; D-aspartate import across plasma membrane [GO:0070779]; extracellular matrix organization [GO:0030198]; gene expression [GO:0010467]; intermediate filament organization [GO:0045109]; intracellular protein transport [GO:0006886]; long-term synaptic potentiation [GO:0060291]; negative regulation of neuron projection development [GO:0010977]; neuron projection regeneration [GO:0031102]; positive regulation of Schwann cell proliferation [GO:0010625]; regulation of chaperone-mediated autophagy [GO:1904714]; regulation of neurotransmitter uptake [GO:0051580]; regulation of protein-containing complex assembly [GO:0043254]; response to wounding [GO:0009611]; Schwann cell proliferation [GO:0014010]	astrocyte end-foot [GO:0097450]; cell body [GO:0044297]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111]	astrocyte end-foot [GO:0097450]; cell body [GO:0044297]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase binding [GO:0019900]; structural constituent of cytoskeleton [GO:0005200]; astrocyte development [GO:0014002]; Bergmann glial cell differentiation [GO:0060020]; D-aspartate import across plasma membrane [GO:0070779]; extracellular matrix organization [GO:0030198]; gene expression [GO:0010467]; intermediate filament organization [GO:0045109]; intracellular protein transport [GO:0006886]; long-term synaptic potentiation [GO:0060291]; negative regulation of neuron projection development [GO:0010977]; neuron projection regeneration [GO:0031102]; positive regulation of Schwann cell proliferation [GO:0010625]; regulation of chaperone-mediated autophagy [GO:1904714]; regulation of neurotransmitter uptake [GO:0051580]; regulation of protein-containing complex assembly [GO:0043254]; response to wounding [GO:0009611]; Schwann cell proliferation [GO:0014010]	identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase binding [GO:0019900]; structural constituent of cytoskeleton [GO:0005200]	GO:0005178; GO:0005200; GO:0005737; GO:0005829; GO:0005882; GO:0006886; GO:0009611; GO:0010467; GO:0010625; GO:0010977; GO:0014002; GO:0014010; GO:0019900; GO:0030198; GO:0031102; GO:0042802; GO:0042995; GO:0043254; GO:0044297; GO:0045109; GO:0045111; GO:0051580; GO:0060020; GO:0060291; GO:0070779; GO:0097450; GO:0098574; GO:1904714			TISSUE SPECIFICITY: Expressed in cells lacking fibronectin. {ECO:0000269|PubMed:1847665}.
A0A0B6VQ04	A0A0B6VQ04	unreviewed	A0A0B6VQ04_EBVG	Thymidine kinase (EC 2.7.1.21)	BXLF1 TK	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	426	DNA biosynthetic process [GO:0071897]; phosphorylation [GO:0016310]; TMP biosynthetic process [GO:0006230]		ATP binding [GO:0005524]; thymidine kinase activity [GO:0004797]; DNA biosynthetic process [GO:0071897]; phosphorylation [GO:0016310]; TMP biosynthetic process [GO:0006230]	ATP binding [GO:0005524]; thymidine kinase activity [GO:0004797]	GO:0004797; GO:0005524; GO:0006230; GO:0016310; GO:0071897			
P13814	P13814	reviewed	CSP_PLAFT	Circumsporozoite protein (CS) [Cleaved into: Circumsporozoite protein C-terminus]	CSP	Plasmodium falciparum (isolate t4 / Thailand)	424		cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]		GO:0005737; GO:0005886; GO:0009986			
A0A0B6VKW8	A0A0B6VKW8	unreviewed	A0A0B6VKW8_EBVG	Envelope glycoprotein H	BXLF2	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	416		membrane [GO:0016020]; viral envelope [GO:0019031]	membrane [GO:0016020]; viral envelope [GO:0019031]		GO:0016020; GO:0019031			
Q6T274	Q6T274	unreviewed	Q6T274_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	415	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A0C7TXS2	A0A0C7TXS2	unreviewed	A0A0C7TXS2_EBVG	Latent membrane protein 1 (Protein p63)	LMP-1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	415	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H9C5W5	H9C5W5	unreviewed	H9C5W5_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	414	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
P02893	P02893	reviewed	CSP_PLAFA	Circumsporozoite protein (CS) (PfCSP) [Cleaved into: Circumsporozoite protein C-terminus]	CSP	Plasmodium falciparum	412	entry into host cell by a symbiont-containing vacuole [GO:0085017]	cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; entry into host cell by a symbiont-containing vacuole [GO:0085017]		GO:0005737; GO:0005886; GO:0009986; GO:0085017	DEVELOPMENTAL STAGE: Expressed in sporozoites (at protein level). {ECO:0000269|PubMed:15630135, ECO:0000269|PubMed:29195810, ECO:0000269|PubMed:29554083, ECO:0000269|PubMed:6204383}.		
A8C6Z9	A8C6Z9	unreviewed	A8C6Z9_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	408	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A0A8IKQ9	A0A0A8IKQ9	unreviewed	A0A0A8IKQ9_EBVG	Capsid assembly protein	BOLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	408	virion assembly [GO:0019068]		virion assembly [GO:0019068]		GO:0019068			
P29362	P29362	reviewed	LMP1_EBVC	Latent membrane protein 1 (LMP-1) (Protein p63)	LMP1 BNLF1	Epstein-Barr virus (strain Cao) (HHV-4) (Human herpesvirus 4)	404	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host TRAF-mediated signal transduction [GO:0039527]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host TRAF-mediated signal transduction [GO:0039527]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0016020; GO:0019087; GO:0020002; GO:0039502; GO:0039527; GO:0039574; GO:0039652			
Q6PKQ1	Q6PKQ1	unreviewed	Q6PKQ1_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	404	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A8CSJ8	A8CSJ8	unreviewed	A8CSJ8_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	404	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q6PKP6	Q6PKP6	unreviewed	Q6PKP6_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	403	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H9C5X4	H9C5X4	unreviewed	H9C5X4_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	403	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q6PKQ7	Q6PKQ7	unreviewed	Q6PKQ7_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	403	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
C9E9S3	C9E9S3	unreviewed	C9E9S3_9VIRU	Intermediate capsid protein VP6	VP6	Human rotavirus A	401	fusion of virus membrane with host plasma membrane [GO:0019064]	viral envelope [GO:0019031]; viral intermediate capsid [GO:0039626]	viral envelope [GO:0019031]; viral intermediate capsid [GO:0039626]; host cell surface receptor binding [GO:0046789]; metal ion binding [GO:0046872]; structural molecule activity [GO:0005198]; fusion of virus membrane with host plasma membrane [GO:0019064]	host cell surface receptor binding [GO:0046789]; metal ion binding [GO:0046872]; structural molecule activity [GO:0005198]	GO:0005198; GO:0019031; GO:0019064; GO:0039626; GO:0046789; GO:0046872			
H9C5U4	H9C5U4	unreviewed	H9C5U4_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	398	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
