From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
PF3D7_1324500	Q8IE72	unreviewed	Q8IE72_PLAF7	DEAD box helicase, putative (EC 3.6.4.12)	PF3D7_1324500	Plasmodium falciparum (isolate 3D7)	1099	DNA duplex unwinding [GO:0032508]; establishment of sister chromatid cohesion [GO:0034085]; nucleobase-containing compound metabolic process [GO:0006139]	membrane [GO:0016020]; nucleus [GO:0005634]	membrane [GO:0016020]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; DNA duplex unwinding [GO:0032508]; establishment of sister chromatid cohesion [GO:0034085]; nucleobase-containing compound metabolic process [GO:0006139]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]	GO:0003677; GO:0003678; GO:0004386; GO:0005524; GO:0005634; GO:0006139; GO:0016020; GO:0016818; GO:0032508; GO:0034085			
PF3D7_1136300	Q8II01	unreviewed	Q8II01_PLAF7	Tudor staphylococcal nuclease (EC 3.1.31.1)	PF3D7_1136300	Plasmodium falciparum (isolate 3D7)	1098	mRNA catabolic process [GO:0006402]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; calcium ion binding [GO:0005509]; nuclease activity [GO:0004518]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]	calcium ion binding [GO:0005509]; nuclease activity [GO:0004518]; RNA binding [GO:0003723]	GO:0003723; GO:0004518; GO:0005509; GO:0005634; GO:0005829; GO:0006402			
PF3D7_0614900	C6KSZ0	unreviewed	C6KSZ0_PLAF7	PNPLA domain-containing protein	PF3D7_0614900	Plasmodium falciparum (isolate 3D7)	1096		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1470800	Q8IKD0	unreviewed	Q8IKD0_PLAF7	S1 motif domain-containing protein	PF3D7_1470800	Plasmodium falciparum (isolate 3D7)	1095								
PF3D7_1017000	Q7KQL4	unreviewed	Q7KQL4_PLAF7	DNA polymerase (EC 2.7.7.7)	PF3D7_1017000	Plasmodium falciparum (isolate 3D7)	1094	base-excision repair, gap-filling [GO:0006287]; DNA replication [GO:0006260]; DNA replication proofreading [GO:0045004]; DNA-templated DNA replication [GO:0006261]; nucleotide-excision repair, DNA gap filling [GO:0006297]	delta DNA polymerase complex [GO:0043625]	delta DNA polymerase complex [GO:0043625]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; single-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008310]; base-excision repair, gap-filling [GO:0006287]; DNA replication [GO:0006260]; DNA replication proofreading [GO:0045004]; DNA-templated DNA replication [GO:0006261]; nucleotide-excision repair, DNA gap filling [GO:0006297]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; single-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008310]	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0006261; GO:0006287; GO:0006297; GO:0008296; GO:0008310; GO:0043625; GO:0045004; GO:0046872; GO:0051539			
PF3D7_1227800	Q8I5E0	unreviewed	Q8I5E0_PLAF7	Elongator complex protein 3, putative (EC 2.3.1.48)	PF3D7_1227800	Plasmodium falciparum (isolate 3D7)	1092	tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926]	cytoplasm [GO:0005737]; elongator holoenzyme complex [GO:0033588]; membrane [GO:0016020]; nucleus [GO:0005634]; plastid [GO:0009536]	cytoplasm [GO:0005737]; elongator holoenzyme complex [GO:0033588]; membrane [GO:0016020]; nucleus [GO:0005634]; plastid [GO:0009536]; 4 iron, 4 sulfur cluster binding [GO:0051539]; histone acetyltransferase activity [GO:0004402]; metal ion binding [GO:0046872]; tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926]	4 iron, 4 sulfur cluster binding [GO:0051539]; histone acetyltransferase activity [GO:0004402]; metal ion binding [GO:0046872]	GO:0002926; GO:0004402; GO:0005634; GO:0005737; GO:0009536; GO:0016020; GO:0033588; GO:0046872; GO:0051539			
PF3D7_1149200	Q8IHN1	unreviewed	Q8IHN1_PLAF7	Ring-infected erythrocyte surface antigen	PF3D7_1149200	Plasmodium falciparum (isolate 3D7)	1090								
PF3D7_1204100	Q8I605	unreviewed	Q8I605_PLAF7	Ubiquitin carboxyl-terminal hydrolase 1	PF3D7_1204100	Plasmodium falciparum (isolate 3D7)	1089								
PF3D7_1212900	Q8I5S4	unreviewed	Q8I5S4_PLAF7	Bromodomain protein 2, putative	PF3D7_1212900	Plasmodium falciparum (isolate 3D7)	1088		nucleus [GO:0005634]	nucleus [GO:0005634]		GO:0005634			
PF3D7_0323400	O97302	reviewed	RH5IP_PLAF7	Rh5-interacting protein (PfRipr)	RIPR PFC1045C PF3D7_0323400	Plasmodium falciparum (isolate 3D7)	1086	entry into host [GO:0044409]	cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; host cell membrane [GO:0033644]; host cell plasma membrane [GO:0020002]; host extracellular space [GO:0043655]; membrane [GO:0016020]; microneme [GO:0020009]; microneme lumen [GO:0034494]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; host cell membrane [GO:0033644]; host cell plasma membrane [GO:0020002]; host extracellular space [GO:0043655]; membrane [GO:0016020]; microneme [GO:0020009]; microneme lumen [GO:0034494]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; entry into host [GO:0044409]		GO:0005576; GO:0005886; GO:0016020; GO:0020002; GO:0020009; GO:0031410; GO:0032991; GO:0033644; GO:0034494; GO:0043655; GO:0044409	DEVELOPMENTAL STAGE: Expressed in late throphozoide to schizonts and in merozoites (at protein level). {ECO:0000269|PubMed:21909261, ECO:0000269|PubMed:25583518, ECO:0000269|PubMed:27374406, ECO:0000269|PubMed:27692771}.		
PF3D7_1231900	Q8I5A2	unreviewed	Q8I5A2_PLAF7	WD repeat-containing protein, putative	PF3D7_1231900	Plasmodium falciparum (isolate 3D7)	1086		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0102200	Q8I0U6	unreviewed	Q8I0U6_PLAF7	Ring-infected erythrocyte surface antigen	PF3D7_0102200	Plasmodium falciparum (isolate 3D7)	1085	regulation of immune response [GO:0050776]	host cell plasma membrane [GO:0020002]; merozoite dense granule [GO:0020026]; symbiont-containing vacuole [GO:0020003]	host cell plasma membrane [GO:0020002]; merozoite dense granule [GO:0020026]; symbiont-containing vacuole [GO:0020003]; regulation of immune response [GO:0050776]		GO:0020002; GO:0020003; GO:0020026; GO:0050776			
PF3D7_1205400	Q8I5Z1	unreviewed	Q8I5Z1_PLAF7	Kelch domain-containing protein, putative	PF3D7_1205400	Plasmodium falciparum (isolate 3D7)	1085								
PF3D7_1311800	Q8IEK1	unreviewed	Q8IEK1_PLAF7	M1-family alanyl aminopeptidase (EC 3.4.11.2)	PF3D7_1311800	Plasmodium falciparum (isolate 3D7)	1085	proteolysis [GO:0006508]	cytoplasm [GO:0005737]; food vacuole [GO:0020020]; membrane [GO:0016020]; microneme [GO:0020009]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; food vacuole [GO:0020020]; membrane [GO:0016020]; microneme [GO:0020009]; nucleus [GO:0005634]; aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]	GO:0004177; GO:0005634; GO:0005737; GO:0006508; GO:0008237; GO:0008270; GO:0016020; GO:0020009; GO:0020020			
PF3D7_0516000	Q8I3U8	unreviewed	Q8I3U8_PLAF7	RAP protein, putative	PF3D7_0516000	Plasmodium falciparum (isolate 3D7)	1084								
PF3D7_1019800	Q8IJK4	unreviewed	Q8IJK4_PLAF7	tRNA methyltransferase, putative (EC 2.1.1.61)	PF3D7_1019800	Plasmodium falciparum (isolate 3D7)	1084		membrane [GO:0016020]	membrane [GO:0016020]; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]	GO:0004808; GO:0016020			
PF3D7_0530700	Q8I3G1	unreviewed	Q8I3G1_PLAF7	Methyltranfer_dom domain-containing protein	PF3D7_0530700	Plasmodium falciparum (isolate 3D7)	1083		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]		GO:0005737			
PF3D7_1205900	Q8I5Y6	unreviewed	Q8I5Y6_PLAF7	DUF726 domain-containing protein	PF3D7_1205900	Plasmodium falciparum (isolate 3D7)	1082		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1455500	Q8IKS3	unreviewed	Q8IKS3_PLAF7	AP-1 complex subunit gamma, putative	PF3D7_1455500	Plasmodium falciparum (isolate 3D7)	1081	clathrin-dependent endocytosis [GO:0072583]; Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; receptor-mediated endocytosis [GO:0006898]	AP-1 adaptor complex [GO:0030121]; AP-2 adaptor complex [GO:0030122]; clathrin adaptor complex [GO:0030131]; trans-Golgi network [GO:0005802]	AP-1 adaptor complex [GO:0030121]; AP-2 adaptor complex [GO:0030122]; clathrin adaptor complex [GO:0030131]; trans-Golgi network [GO:0005802]; cargo adaptor activity [GO:0140312]; clathrin adaptor activity [GO:0035615]; clathrin-dependent endocytosis [GO:0072583]; Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; receptor-mediated endocytosis [GO:0006898]	cargo adaptor activity [GO:0140312]; clathrin adaptor activity [GO:0035615]	GO:0005802; GO:0006886; GO:0006896; GO:0006898; GO:0030121; GO:0030122; GO:0030131; GO:0035615; GO:0072583; GO:0140312			
PF3D7_1004600	Q8IJZ1	unreviewed	Q8IJZ1_PLAF7	Guanylyl cyclase	PF3D7_1004600	Plasmodium falciparum (isolate 3D7)	1079		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1202500	A0A144A060	unreviewed	A0A144A060_PLAF7	Trimethylguanosine synthase	PF3D7_1202500	Plasmodium falciparum (isolate 3D7)	1079	7-methylguanosine cap hypermethylation [GO:0036261]; 7-methylguanosine RNA capping [GO:0009452]	membrane [GO:0016020]; nucleus [GO:0005634]	membrane [GO:0016020]; nucleus [GO:0005634]; RNA trimethylguanosine synthase activity [GO:0071164]; 7-methylguanosine cap hypermethylation [GO:0036261]; 7-methylguanosine RNA capping [GO:0009452]	RNA trimethylguanosine synthase activity [GO:0071164]	GO:0005634; GO:0009452; GO:0016020; GO:0036261; GO:0071164			
PF3D7_0919800	Q8I2V5	unreviewed	Q8I2V5_PLAF7	TLD domain-containing protein	PF3D7_0919800	Plasmodium falciparum (isolate 3D7)	1078								
PF3D7_1455700	Q8IKS1	unreviewed	Q8IKS1_PLAF7	GRIP domain-containing protein	PF3D7_1455700	Plasmodium falciparum (isolate 3D7)	1077								
PF3D7_0501800	Q8I482	unreviewed	Q8I482_PLAF7	Protein HIRA	PF3D7_0501800	Plasmodium falciparum (isolate 3D7)	1076	chromatin organization [GO:0006325]; DNA-templated transcription [GO:0006351]	HIR complex [GO:0000417]; nucleus [GO:0005634]	HIR complex [GO:0000417]; nucleus [GO:0005634]; chromatin organization [GO:0006325]; DNA-templated transcription [GO:0006351]		GO:0000417; GO:0005634; GO:0006325; GO:0006351			
PF3D7_0321500	O97289	unreviewed	O97289_PLAF7	Peptidase, putative (EC 3.4.-.-)	PF3D7_0321500	Plasmodium falciparum (isolate 3D7)	1074	proteolysis [GO:0006508]		peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0008233			
PF3D7_1019700	Q8IJK5	unreviewed	Q8IJK5_PLAF7	SET domain protein	PF3D7_1019700	Plasmodium falciparum (isolate 3D7)	1074								
PF3D7_1439500	Q8IL74	unreviewed	Q8IL74_PLAF7	Oocyst rupture protein 2, putative	PF3D7_1439500	Plasmodium falciparum (isolate 3D7)	1074	regulation of DNA-templated transcription [GO:0006355]	CCAAT-binding factor complex [GO:0016602]; nucleus [GO:0005634]	CCAAT-binding factor complex [GO:0016602]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein heterodimerization activity [GO:0046982]; regulation of DNA-templated transcription [GO:0006355]	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein heterodimerization activity [GO:0046982]	GO:0001228; GO:0003677; GO:0005634; GO:0006355; GO:0016602; GO:0046982			
PF3D7_1216700	Q8I5P0	unreviewed	Q8I5P0_PLAF7	Perforin-like protein 2	PF3D7_1216700	Plasmodium falciparum (isolate 3D7)	1073		membrane [GO:0016020]; vesicle [GO:0031982]	membrane [GO:0016020]; vesicle [GO:0031982]; wide pore channel activity [GO:0022829]	wide pore channel activity [GO:0022829]	GO:0016020; GO:0022829; GO:0031982			
PF3D7_1359300	Q8IDB6	unreviewed	Q8IDB6_PLAF7	Exosome complex exonuclease RRP44 (EC 3.1.13.-)	PF3D7_1359300	Plasmodium falciparum (isolate 3D7)	1073	rRNA catabolic process [GO:0016075]	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; perinuclear region of cytoplasm [GO:0048471]	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; perinuclear region of cytoplasm [GO:0048471]; 3'-5'-exoribonuclease activity [GO:0000175]; endonuclease activity [GO:0004519]; RNA binding [GO:0003723]; rRNA catabolic process [GO:0016075]	3'-5'-exoribonuclease activity [GO:0000175]; endonuclease activity [GO:0004519]; RNA binding [GO:0003723]	GO:0000175; GO:0000176; GO:0000177; GO:0000178; GO:0003723; GO:0004519; GO:0016075; GO:0048471			
PF3D7_1463900	Q8IKJ8	unreviewed	Q8IKJ8_PLAF7	EF-hand calcium-binding domain-containing protein, putative	PF3D7_1463900	Plasmodium falciparum (isolate 3D7)	1071		host cell cytosol [GO:0044164]; membrane [GO:0016020]	host cell cytosol [GO:0044164]; membrane [GO:0016020]; calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509; GO:0016020; GO:0044164			
PF3D7_0816600	Q8IB03	unreviewed	Q8IB03_PLAF7	Chaperone protein ClpB1	PF3D7_0816600	Plasmodium falciparum (isolate 3D7)	1070	cellular response to heat [GO:0034605]	apicoplast [GO:0020011]; cytoplasm [GO:0005737]	apicoplast [GO:0020011]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cellular response to heat [GO:0034605]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005737; GO:0016887; GO:0020011; GO:0034605			
PF3D7_1120000	Q8IIG7	reviewed	YPF05_PLAF7	Uncharacterized protein PF3D7_1120000	PF11_0207 PF3D7_1120000	Plasmodium falciparum (isolate 3D7)	1070		cytoplasm [GO:0005737]; membrane [GO:0016020]	cytoplasm [GO:0005737]; membrane [GO:0016020]		GO:0005737; GO:0016020			
PF3D7_1319400	A0A5K1K826	unreviewed	A0A5K1K826_PLAF7	SET domain protein	PF3D7_1319400	Plasmodium falciparum (isolate 3D7)	1070								
PF3D7_0716100	Q8IBT9	unreviewed	Q8IBT9_PLAF7	Protein SDA1, putative	PF3D7_0716100	Plasmodium falciparum (isolate 3D7)	1069	ribosomal large subunit biogenesis [GO:0042273]; ribosomal large subunit export from nucleus [GO:0000055]	nucleolus [GO:0005730]	nucleolus [GO:0005730]; ribosomal large subunit biogenesis [GO:0042273]; ribosomal large subunit export from nucleus [GO:0000055]		GO:0000055; GO:0005730; GO:0042273			
PF3D7_1315200	C0H5B5	unreviewed	C0H5B5_PLAF7	Heptatricopeptide repeat-containing protein, putative	PF3D7_1315200	Plasmodium falciparum (isolate 3D7)	1069	mitochondrial RNA processing [GO:0000963]; regulation of mitochondrial mRNA stability [GO:0044528]	mitochondrial matrix [GO:0005759]; ribonucleoprotein granule [GO:0035770]	mitochondrial matrix [GO:0005759]; ribonucleoprotein granule [GO:0035770]; RNA binding [GO:0003723]; mitochondrial RNA processing [GO:0000963]; regulation of mitochondrial mRNA stability [GO:0044528]	RNA binding [GO:0003723]	GO:0000963; GO:0003723; GO:0005759; GO:0035770; GO:0044528			
PF3D7_1145100	Q8IHR6	unreviewed	Q8IHR6_PLAF7	Coatomer subunit gamma	PF3D7_1145100	Plasmodium falciparum (isolate 3D7)	1068	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; protein secretion [GO:0009306]; vesicle-mediated transport [GO:0016192]	COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]	COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; protein secretion [GO:0009306]; vesicle-mediated transport [GO:0016192]	structural molecule activity [GO:0005198]	GO:0000139; GO:0005198; GO:0005783; GO:0005793; GO:0005829; GO:0006886; GO:0006888; GO:0006891; GO:0009306; GO:0016192; GO:0030126			
PF3D7_0609500	C6KSU2	unreviewed	C6KSU2_PLAF7	EGF-like domain-containing protein	PF3D7_0609500	Plasmodium falciparum (isolate 3D7)	1067								
PF3D7_0727100	C0H4P6	unreviewed	C0H4P6_PLAF7	PRESAN domain-containing protein	PF3D7_0727100	Plasmodium falciparum (isolate 3D7)	1066								
PF3D7_1210600	Q8I5U3	unreviewed	Q8I5U3_PLAF7	Kelch domain-containing protein	PF3D7_1210600	Plasmodium falciparum (isolate 3D7)	1065								
PF3D7_1013200	Q8IJR3	unreviewed	Q8IJR3_PLAF7	HTH OST-type domain-containing protein	PF3D7_1013200	Plasmodium falciparum (isolate 3D7)	1064								
PF3D7_0918900	Q8I2W4	unreviewed	Q8I2W4_PLAF7	glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	PF3D7_0918900	Plasmodium falciparum (isolate 3D7)	1063	glutathione biosynthetic process [GO:0006750]		glutamate-cysteine ligase activity [GO:0004357]; glutathione biosynthetic process [GO:0006750]	glutamate-cysteine ligase activity [GO:0004357]	GO:0004357; GO:0006750			
PF3D7_0619200	C6KT32	unreviewed	C6KT32_PLAF7	Vacuolar protein sorting-associated protein 16	PF3D7_0619200	Plasmodium falciparum (isolate 3D7)	1062								
PF3D7_1218500	Q8I5M3	unreviewed	Q8I5M3_PLAF7	Dynamin-like protein, putative	PF3D7_1218500	Plasmodium falciparum (isolate 3D7)	1061		cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; membrane [GO:0016020]; microtubule [GO:0005874]; GTPase activity [GO:0003924]; microtubule binding [GO:0008017]	GTPase activity [GO:0003924]; microtubule binding [GO:0008017]	GO:0003924; GO:0005737; GO:0005874; GO:0008017; GO:0016020			
PF3D7_0924200	Q8I2R5	unreviewed	Q8I2R5_PLAF7	Heptatricopeptide repeat-containing protein, putative	PF3D7_0924200	Plasmodium falciparum (isolate 3D7)	1060	rRNA processing [GO:0006364]	preribosome, small subunit precursor [GO:0030688]	preribosome, small subunit precursor [GO:0030688]; rRNA processing [GO:0006364]		GO:0006364; GO:0030688			
PF3D7_0703800	Q8IC32	reviewed	Y7014_PLAF7	Leucine-rich repeat and coiled-coil domain-containing protein PF3D7_0703800	PF07_0014 PF3D7_0703800	Plasmodium falciparum (isolate 3D7)	1058								
PF3D7_1228300	Q8I5D5	unreviewed	Q8I5D5_PLAF7	NIMA related kinase 1 (EC 2.7.11.1)	PF3D7_1228300	Plasmodium falciparum (isolate 3D7)	1057	mitotic cell cycle [GO:0000278]; protein phosphorylation [GO:0006468]		ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; mitotic cell cycle [GO:0000278]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0000278; GO:0004674; GO:0005524; GO:0006468			
